intersection_id,i,j,avg_queue,max_queue
0,0,0,14.500208,20.000000
1,0,1,14.617292,20.000000
2,0,2,14.447292,19.000000
3,0,3,14.676250,20.000000
4,0,4,14.565625,20.000000
5,0,5,14.552917,20.000000
6,1,0,14.446458,20.000000
7,1,1,14.597083,20.000000
8,1,2,14.581250,20.000000
9,1,3,14.533333,19.000000
10,1,4,14.620000,20.000000
11,1,5,14.509792,20.000000
12,2,0,14.501042,20.000000
13,2,1,14.636458,20.000000
14,2,2,14.538750,19.000000
15,2,3,14.545208,19.000000
16,2,4,14.396875,19.000000
17,2,5,14.476458,19.000000
18,3,0,14.358958,20.000000
19,3,1,14.513750,20.000000
20,3,2,14.439167,20.000000
21,3,3,14.286042,20.000000
22,3,4,14.496667,20.000000
23,3,5,14.557917,20.000000
24,4,0,14.451875,20.000000
25,4,1,14.549792,19.000000
26,4,2,14.355625,19.000000
27,4,3,14.395208,20.000000
28,4,4,14.556042,19.000000
29,4,5,14.522917,20.000000
30,5,0,14.388125,19.000000
31,5,1,14.592292,20.000000
32,5,2,14.592292,19.000000
33,5,3,14.484167,20.000000
34,5,4,14.670417,19.000000
35,5,5,14.456250,20.000000
